filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
square_18.png,1348915,"{}",1,0,"{""name"":""rect"",""x"":34,""y"":72,""width"":451,""height"":412}","{""label"":""squ00""}"
square_17.png,1349102,"{}",1,0,"{""name"":""rect"",""x"":32,""y"":51,""width"":447,""height"":413}","{""label"":""squ00""}"
square_16.png,1343461,"{}",1,0,"{""name"":""rect"",""x"":121,""y"":20,""width"":452,""height"":428}","{""label"":""squ00""}"
square_15.png,1344877,"{}",1,0,"{""name"":""rect"",""x"":67,""y"":10,""width"":504,""height"":489}","{""label"":""squ00""}"
square_14.png,1340928,"{}",1,0,"{""name"":""rect"",""x"":59,""y"":74,""width"":510,""height"":489}","{""label"":""squ00""}"
square_13.png,1340214,"{}",1,0,"{""name"":""rect"",""x"":103,""y"":72,""width"":476,""height"":473}","{""label"":""squ00""}"
square_12.png,1332605,"{}",1,0,"{""name"":""rect"",""x"":195,""y"":89,""width"":417,""height"":407}","{""label"":""squ00""}"
square_11.png,1066417,"{}",1,0,"{""name"":""rect"",""x"":233,""y"":39,""width"":454,""height"":470}","{""label"":""squ00""}"
square_10.png,1083896,"{}",1,0,"{""name"":""rect"",""x"":802,""y"":300,""width"":441,""height"":416}","{""label"":""squ00""}"
square_9.png,1313388,"{}",1,0,"{""name"":""rect"",""x"":559,""y"":199,""width"":492,""height"":488}","{""label"":""squ00""}"
square_8.png,1327994,"{}",1,0,"{""name"":""rect"",""x"":206,""y"":43,""width"":441,""height"":444}","{""label"":""squ00""}"
square_7.png,1311553,"{}",1,0,"{""name"":""rect"",""x"":540,""y"":211,""width"":405,""height"":399}","{""label"":""squ00""}"
square_5.png,1314388,"{}",1,0,"{""name"":""rect"",""x"":452,""y"":135,""width"":417,""height"":424}","{""label"":""squ00""}"
square_4.png,1054268,"{}",1,0,"{""name"":""rect"",""x"":781,""y"":283,""width"":445,""height"":411}","{""label"":""squ00""}"
square_3.png,1288595,"{}",1,0,"{""name"":""rect"",""x"":134,""y"":56,""width"":451,""height"":443}","{""label"":""squ00""}"
square_2.png,1321733,"{}",1,0,"{""name"":""rect"",""x"":555,""y"":220,""width"":423,""height"":418}","{""label"":""squ00""}"
square_1.png,1317982,"{}",1,0,"{""name"":""rect"",""x"":529,""y"":196,""width"":433,""height"":424}","{""label"":""squ00""}"
square_0.png,1074828,"{}",1,0,"{""name"":""rect"",""x"":494,""y"":167,""width"":420,""height"":422}","{""label"":""squ00""}"
both8.png,1276743,"{}",2,0,"{""name"":""rect"",""x"":724,""y"":267,""width"":446,""height"":436}","{""label"":""squ00""}"
both8.png,1276743,"{}",2,1,"{""name"":""rect"",""x"":334,""y"":14,""width"":529,""height"":403}","{""label"":""tra00""}"
both7.png,1241319,"{}",2,0,"{""name"":""rect"",""x"":715,""y"":269,""width"":454,""height"":437}","{""label"":""squ00""}"
both7.png,1241319,"{}",2,1,"{""name"":""rect"",""x"":205,""y"":9,""width"":541,""height"":418}","{""label"":""tra00""}"
both5.png,1204942,"{}",2,0,"{""name"":""rect"",""x"":161,""y"":4,""width"":425,""height"":428}","{""label"":""squ00""}"
both5.png,1204942,"{}",2,1,"{""name"":""rect"",""x"":605,""y"":164,""width"":425,""height"":521}","{""label"":""tra00""}"
both4.png,1240759,"{}",2,0,"{""name"":""rect"",""x"":146,""y"":11,""width"":414,""height"":405}","{""label"":""squ00""}"
both4.png,1240759,"{}",2,1,"{""name"":""rect"",""x"":559,""y"":302,""width"":519,""height"":410}","{""label"":""tra00""}"
both3.png,1224431,"{}",2,0,"{""name"":""rect"",""x"":141,""y"":7,""width"":423,""height"":409}","{""label"":""squ00""}"
both3.png,1224431,"{}",2,1,"{""name"":""rect"",""x"":606,""y"":301,""width"":527,""height"":399}","{""label"":""tra00""}"
both2.png,1224910,"{}",2,0,"{""name"":""rect"",""x"":66,""y"":10,""width"":437,""height"":416}","{""label"":""squ00""}"
both2.png,1224910,"{}",2,1,"{""name"":""rect"",""x"":605,""y"":302,""width"":526,""height"":399}","{""label"":""tra00""}"
both1.png,1232669,"{}",2,0,"{""name"":""rect"",""x"":128,""y"":1,""width"":455,""height"":440}","{""label"":""squ00""}"
both1.png,1232669,"{}",2,1,"{""name"":""rect"",""x"":547,""y"":268,""width"":524,""height"":429}","{""label"":""tra00""}"
